Dataset,,,,,Model,Model Desc,Time Taken,Accuracy,Balanced Accuracy,Precision,Recall,F1,CM
coarse,0,0,0,0,EasyConvNet,"EasyConvNet(Dimensions:2, Channels Per Layer: 8, Conv Layers Per Block:1, Pool Blocks:2, Dense Layers:2)",205.00391554832458,0.5001,0.5001,0.5001,0.5001,0.5001,"[[232  31   0   1   3   9   4  13  23   9  10  22  30  13   6  28  44   4
    5  13]
 [ 63 221  16   6   9   5   6   6  11   7  12  12  12  22  17  22  27   5
   10  11]
 [  0  15 341  11  26   4   9  25   5   0   3   2   1  15  13   4   7   5
    5   9]
 [  6  11   8 267  24  41  22   9   9   5   3   1   3  13  26   3  18   1
   12  18]
 [  2  10  45  10 269   6  11  30  26   1   3   8   4  15  14   7  19   7
    2  11]
 [ 10   9   8  42   9 215  46   6  14  12  12   5  12   9  27  12  13   3
   15  21]
 [  5   9   2  19  12  32 283   2   8  12  13   9   2   6  29   3  18   3
   13  20]
 [ 16  10  26   5   6   4   5 238  22   1   4  12  14  38  11  39  19  10
    8  12]
 [ 32   7   2   2   5   8   6  14 203   5   2  49  37  17  16  18  55   8
    6   8]
 [ 14   7   1   2   0   4   8   1   6 334  31  11   4   8   9   4   6   7
   14  29]
 [ 17  12   2   3   3   8   8   2   5  36 342   4   3   3   3   6  11  16
    4  12]
 [ 23   5   2   5   5   6   5  18  56  16   4 196  32  11  28  14  39   9
   11  15]
 [ 32   6   3   2   5   5   7  12  75   1   2  29 158  17  19  22  76   4
    8  17]
 [ 23  26  17  20   9  11   8  44  30   3   2  18  15 137  28  36  33   5
   18  17]
 [  8   9  10   9  10   9  25  11  16   4   0  12   8  15 289   6  37   0
   14   8]
 [ 49  19   3   6   3  10   7  28  33   5   8  17  33  37  14 149  43   9
    9  18]
 [ 25  15   3   5   7   6   8  10  42   5   0  26  44  19  33  24 217   1
    5   5]
 [ 13   6   1   1   4   2   2   4  12  25  14   5   2   6   2  12   6 369
    3  11]
 [ 13   6   3   4   0   8  14   8   4  25  11   7   6   9   7   4   5   9
  268  89]
 [ 14   4   5   6   3  12   7  11   7  29   8   8  11  21   3   9   3   6
   60 273]]"
coarse,0,0,0,0,EasyConvNet,"EasyConvNet(Dimensions:2, Channels Per Layer: 2, Conv Layers Per Block:2, Pool Blocks:2, Dense Layers:2)",522.5625810623169,0.3594,0.3594,0.3594,0.3594,0.3594,"[[180  43   1  11   1   8  10  23  20  21  20  33  14   6  16  11  37  10
   12  23]
 [ 55 166  24  17  13   6  17  24   3  14  18  13  23   1  29   0  35  10
   16  16]
 [  3  10 305  16  40   2  10  25  13   2   2   3   9   2  29   1   9   1
   14   4]
 [  6   6  11 248  23  37  33  16  11   5   4   8   6   0  37   0  14   2
   11  22]
 [  2   4 108  20 201   2  16  33  17   2   3  20  11   1  30   2  12   3
   10   3]
 [ 20  10  14  99   5 111  40  15  11  13  13  11  13   2  45   4  11   3
   33  27]
 [  6  15   5  38  21  27 182  22   5  24   8  12  10   0  45   2  30   7
   22  19]
 [ 13  17  35  18   9   5  15 234  16   1   2  15  14   9  32   6  29   3
    4  23]
 [ 28   8   5  14   6  10  13  28 121   6   1  56  44   1  53   6  57   9
   22  12]
 [ 29   6   0   7   0   4  11   0   4 242  66  13   3   1  24   0   5  27
   22  36]
 [ 33  23   2   3   5   8  11   7   5  67 266   5   7   1   4   1  17  17
    4  14]
 [ 36  11   6  13   5  11  10  42  44  35   4  85  32   1  46   8  45  18
   14  34]
 [ 24  14  12  19   2  10  14  28  49  12   0  36  95   8  45  16  61   4
   33  18]
 [ 30  31  29  32  15  13  26  81  24  10  10  10  38  26  43   5  31   2
   23  21]
 [ 11   5  18  30  10   9  34  19  20   9   1   9  11   2 261   1  18   0
   13  19]
 [ 47  27   9  18   1  12  16  69  25  14   5  16  53   5  27  26  47  12
   37  34]
 [ 35  24   6  28  10   8  28  48  30  10   2  28  46   2  38   3 117  15
    8  14]
 [ 21   7   9   3   6   5   8   5   6  50  11  10   5   1   7   2  15 309
    1  19]
 [ 18   8  10   4   1  15  18  14   6  51   9  14  15   0  22   2   6   2
  208  77]
 [ 13  12   2  17   2  12  12  18   7  40  15  20  14   0  17   2   7  13
   66 211]]"
coarse,0,0,0,0,EasyConvNet,"EasyConvNet(Dimensions:2, Channels Per Layer: 4, Conv Layers Per Block:2, Pool Blocks:2, Dense Layers:2)",348.182936668396,0.4415,0.4415,0.4415,0.4415,0.4415,"[[185  45   2   3   2   7   9  13  39  13  17  39  21   6  14  24  37   8
    5  11]
 [ 62 184  24   9  10  10  16  17  10  15  13  16  10  11  25  17  29   3
    9  10]
 [  2  15 339   9  30   8  14  18   6   0   3   4   3   7  15   1   7   5
    9   5]
 [  5  11  15 272  20  39  28   8   7   3   6   9   4   5  25   3  12   1
   14  13]
 [  1  13  80  17 229   5  20  21  29   1   1  18   5   9  22   5   8   3
    8   5]
 [ 21  10  14  81   4 142  43   6  17   9  10   9   2  12  41  17  14   2
   21  25]
 [  6  15   7  18  13  27 246  10   4  10  17  10   4   8  35  11  25   3
   13  18]
 [ 13  11  25   9   8   2   8 247  26   5   5  17  14  25  13  27  20   8
    2  15]
 [ 22   4   4   6   4   5   4  13 217   5   5  88  28   9  20  18  34   7
    4   3]
 [ 22  10   0   3   0   2  13   0   6 279  53  19   6   1  10   1   5  20
   25  25]
 [ 19  12   8   3   2   3   6   1   8  45 328  12   1   2   3   7  13  15
    1  11]
 [ 18   8   4  10   7   5  13  29  62  22   5 164  28   5  29  22  29   9
   15  16]
 [ 13   7   5   9   4  10  14  22  84   5   2  62 133   9  22  22  53   2
   12  10]
 [ 34  18  17  32  18   6  15  52  38   1  11  24  29  84  22  30  32  11
   14  12]
 [  8  16  21   9   9  17  27  13  23   5   3  13  11   4 273   4  22   3
    8  11]
 [ 45  30   3  11   7   8  10  44  45   7  10  35  22  22  16 105  23  14
   23  20]
 [ 24  17   7  13   2   4  24  25  51  10   7  53  33  10  47  19 142   4
    4   4]
 [  8   8   2   3   1   3   3   7  17  25  25   9   0   4   3   6   5 355
    6  10]
 [ 12  10   9   9   3  15   8   5  13  40   2  17   6   1  13  14   3   4
  266  50]
 [ 15   7   7   9   1   9  10  16  15  26  18  23  10   5   9  12   4  14
   65 225]]"
coarse,0,0,0,0,EasyConvNet,"EasyConvNet(Dimensions:2, Channels Per Layer: 8, Conv Layers Per Block:2, Pool Blocks:2, Dense Layers:2)",296.7708685398102,0.5145,0.5145,0.5145,0.5145,0.5145,"[[215  52   0   2   0   9   1  15  32   2   8  23  31  12  20  26  35   4
    4   9]
 [ 44 247  20   5  10   3   6  10  13   5  12   4  15  11  27  26  27   0
    7   8]
 [  0  12 375   1  25   8   3  15   4   1   2   1   2  11  13   5   7   6
    5   4]
 [  4  10   7 293  18  48  16   4   9   4   4   3   3  13  27   6   9   0
   11  11]
 [  3  10  77  14 272   2   0  20  18   1   3   8   6  12  15  12  14   5
    4   4]
 [ 10  15   8  31   4 250  38  12  14  12   8   6  10  13  27   4   8   2
   15  13]
 [  6  19   7  17   6  26 299   8   5  14  10   9   0   6  28   6   6   2
    7  19]
 [ 13   7  31   9   7   7   2 270  23   2   2  10  14  33  15  24  17   4
    3   7]
 [ 32   4   3   1   5   8   1  14 185   6   3  44  65  20  27  24  43   6
    6   3]
 [ 11   5   1   4   1   8  13   1   7 320  27  26   2   2   2   4   1  10
   17  38]
 [ 21  25   5   2   1  10   2   1   6  31 332   7   6   2   3   6   8  19
    3  10]
 [ 17   5   2   4   2   6   2  17  64  14   1 208  35  10  40  20  33   3
    5  12]
 [ 30  10   6   5   5   4   3  15  81   3   1  43 150  15  33  20  59   1
    5  11]
 [ 29  30  19  15  16  14   3  52  19   1   6  10  16 140  30  44  33   8
   11   4]
 [  7   9  15  11  11  14  11   7  16   2   1  20  14  12 306   6  27   0
    6   5]
 [ 51  31   7   2   4  12   6  40  31   4   8  14  35  34  16 133  32  10
   19  11]
 [ 26  18  10   5   5  11   7  16  53   2   2  22  37  26  34  25 188   5
    3   5]
 [  3   7   4   2   4   4   0   8   6  19  16   6   5   1   2   6   5 390
    1  11]
 [ 11   9   4   6   2  11   6  12   6  20   7  10   6   3   7  11   4   5
  289  71]
 [  7  12   2   5   2   9   7  16  10  27   4  10  12   6   7   8   4  10
   59 283]]"
coarse,0,0,0,0,EasyConvNet,"EasyConvNet(Dimensions:2, Channels Per Layer: 2, Conv Layers Per Block:3, Pool Blocks:2, Dense Layers:2)",898.9937162399292,0.3524,0.3524,0.3524,0.3524,0.3524,"[[147  53   6   6   2  10   8  32  35  17  19  16  25  12  29  14  40  11
    9   9]
 [ 41 190  35   8   7   6   9  22  16  11  21   5  27   6  32   8  35   7
    6   8]
 [  2  13 268   8  24   4   5  33  23   3   4   1  17   4  71   2  10   1
    2   5]
 [  6  12  10 206  18  36  44  18  13  11   8  12   7   3  61   2   8   0
    8  17]
 [  2  13 111  18 174   2  12  32  29   3   1   5  16   3  48   1  16   3
    4   7]
 [ 20  14  10  62  10 136  71  29   6  17   9   7   6   1  65   2   9   1
   14  11]
 [  3   4   4  21  18  29 257  15   4  22  16   7   5   1  55   0  12   1
   14  12]
 [ 13  13  30   8   9  11   8 216  45   2   2  10  28  14  32  15  24   1
    8  11]
 [ 24   7  24   9   5   5   6  43 138   5   1  37  52   4  62   9  34  13
   16   6]
 [ 10  17   2   6   2   8  18   1   2 262  63   7   2   2  20   3   5  14
   30  26]
 [ 18  23   5   1   2   3  23   1  10  47 299  12   7   0   7   2  15  12
    4   9]
 [ 22   3  10   9   4   9   8  33  51  21   8  86  44  11  54  10  38  31
   19  29]
 [ 14  20  15   9   3   5   1  33  80   6   2  32  95  11  56  19  63   6
   21   9]
 [ 33  20  39  18   9  17  11  80  36   5  10  12  37  39  47  19  44   3
   10  11]
 [  7   5  36  24  21   5  15  27  24   7   3  14   7   2 255   1  21   8
   11   7]
 [ 43  32   6   4   3   9   6  96  43   9   1  26  53  13  33  36  41  10
   25  11]
 [ 22  25  21  18  11   4  15  38  48   8   6  20  36  14  78  12 110   9
    2   3]
 [ 17   8  12   5   4   3   5  12  21  35  16  15  10   0  21   4  14 281
    5  12]
 [  5   5   8   2   0  14  23  23  16  73  14  15   9   2  39   3   1   5
  182  61]
 [ 15   8   5   6   2  16  21  21   8  65  30  18  12   4  32   4   8  12
   66 147]]"
fine,0,0,0,0,EasyConvNet,"EasyConvNet(Dimensions:2, Channels Per Layer: 2, Conv Layers Per Block:1, Pool Blocks:1, Dense Layers:2)",177.86043190956116,0.2554,0.2554,0.2554,0.2554,0.2554,"[[55  6  0 ...  0  1  0]
 [ 0 30  1 ...  2  1  0]
 [ 1  0 20 ...  5  3  1]
 ...
 [ 0  0  3 ... 26  2  0]
 [ 0  0  9 ...  2 10  0]
 [ 0  0  1 ...  3  0  8]]"
fine,0,0,0,0,EasyConvNet,"EasyConvNet(Dimensions:2, Channels Per Layer: 4, Conv Layers Per Block:1, Pool Blocks:1, Dense Layers:2)",349.8339910507202,0.331,0.331,0.331,0.331,0.331,"[[61  5  1 ...  0  1  0]
 [ 0 50  1 ...  1  0  0]
 [ 0  0 34 ...  1  3  1]
 ...
 [ 0  0  0 ... 45  0  0]
 [ 1  0 10 ...  0  8  1]
 [ 0  1  3 ...  1  0 25]]"
fine,0,0,0,0,EasyConvNet,"EasyConvNet(Dimensions:2, Channels Per Layer: 8, Conv Layers Per Block:1, Pool Blocks:1, Dense Layers:2)",244.1282000541687,0.3792,0.3792,0.3792,0.3792,0.3792,"[[65  2  1 ...  0  0  0]
 [ 0 54  3 ...  0  1  0]
 [ 2  1 38 ...  1  2  0]
 ...
 [ 0  0  0 ... 40  0  0]
 [ 1  0  9 ...  1 16  0]
 [ 0  1  1 ...  1  0 36]]"
fine,0,0,0,0,EasyConvNet,"EasyConvNet(Dimensions:2, Channels Per Layer: 2, Conv Layers Per Block:2, Pool Blocks:1, Dense Layers:2)",384.3157694339752,0.2536,0.2536,0.2536,0.2536,0.2536,"[[56  2  1 ...  0  1  0]
 [ 0 38  1 ...  0  1  2]
 [ 0  1 15 ...  7  5  0]
 ...
 [ 0  1  0 ... 35  0  0]
 [ 0  0  6 ...  2 11  0]
 [ 0  2  2 ...  2  1 17]]"
fine,0,0,0,0,EasyConvNet,"EasyConvNet(Dimensions:2, Channels Per Layer: 4, Conv Layers Per Block:2, Pool Blocks:1, Dense Layers:2)",149.22074460983276,0.3093,0.3093,0.3093,0.3093,0.3093,"[[61  3  1 ...  0  2  0]
 [ 0 47  1 ...  2  2  0]
 [ 1  1 29 ...  1  7  1]
 ...
 [ 0  0  2 ... 50  2  0]
 [ 3  0  9 ...  4 14  0]
 [ 0  1  1 ...  0  0 16]]"
fine,0,0,0,0,EasyConvNet,"EasyConvNet(Dimensions:2, Channels Per Layer: 8, Conv Layers Per Block:2, Pool Blocks:1, Dense Layers:2)",121.36706185340881,0.3655,0.3655,0.3655,0.3655,0.3655,"[[63  4  0 ...  0  0  0]
 [ 0 50  3 ...  1  1  0]
 [ 2  0 32 ...  2  8  0]
 ...
 [ 0  0  0 ... 40  2  1]
 [ 1  0  8 ...  0 24  1]
 [ 1  0  1 ...  0  0 24]]"
fine,0,0,0,0,EasyConvNet,"EasyConvNet(Dimensions:2, Channels Per Layer: 2, Conv Layers Per Block:3, Pool Blocks:1, Dense Layers:2)",243.67512106895447,0.2494,0.2494,0.2494,0.2494,0.2494,"[[62  2  2 ...  0  1  0]
 [ 1 33  4 ...  0  0  0]
 [ 1  0 18 ...  4  3  0]
 ...
 [ 0  1  1 ... 27  1  1]
 [ 1  1  6 ...  4  9  1]
 [ 0  2  2 ...  0  1 11]]"
fine,0,0,0,0,EasyConvNet,"EasyConvNet(Dimensions:2, Channels Per Layer: 4, Conv Layers Per Block:3, Pool Blocks:1, Dense Layers:2)",97.64707159996033,0.3062,0.3062,0.3062,0.3062,0.3062,"[[62  3  2 ...  0  2  0]
 [ 0 42  2 ...  2  1  0]
 [ 1  1 30 ...  1  3  0]
 ...
 [ 0  0  4 ... 28  3  0]
 [ 0  0  9 ...  1 13  0]
 [ 0  0  2 ...  0  1 21]]"
fine,0,0,0,0,EasyConvNet,"EasyConvNet(Dimensions:2, Channels Per Layer: 8, Conv Layers Per Block:3, Pool Blocks:1, Dense Layers:2)",359.71803879737854,0.3714,0.3714,0.3714,0.3714,0.3714,"[[70  3  2 ...  0  0  0]
 [ 1 50  0 ...  0  1  0]
 [ 0  2 32 ...  2  8  0]
 ...
 [ 0  0  2 ... 37  1  0]
 [ 1  0  4 ...  1 22  0]
 [ 1  1  1 ...  0  1 23]]"
fine,0,0,0,0,EasyConvNet,"EasyConvNet(Dimensions:2, Channels Per Layer: 2, Conv Layers Per Block:1, Pool Blocks:2, Dense Layers:2)",575.0538754463196,0.2496,0.2496,0.2496,0.2496,0.2496,"[[47  8  1 ...  0  1  0]
 [ 0 41  1 ...  1  0  0]
 [ 3  5 19 ...  4  2  0]
 ...
 [ 0  2  5 ... 35  2  0]
 [ 0  2 11 ...  3 11  1]
 [ 0  1  1 ...  0  1  8]]"
fine,0,0,0,0,EasyConvNet,"EasyConvNet(Dimensions:2, Channels Per Layer: 4, Conv Layers Per Block:1, Pool Blocks:2, Dense Layers:2)",396.73852252960205,0.3246,0.3246,0.3246,0.3246,0.3246,"[[69  3  2 ...  0  0  0]
 [ 0 48  0 ...  0  0  0]
 [ 1  0 23 ...  1  7  0]
 ...
 [ 0  0  2 ... 35  0  1]
 [ 2  0  6 ...  1 14  1]
 [ 0  0  1 ...  2  1 14]]"
fine,0,0,0,0,EasyConvNet,"EasyConvNet(Dimensions:2, Channels Per Layer: 8, Conv Layers Per Block:1, Pool Blocks:2, Dense Layers:2)",200.908287525177,0.3894,0.3894,0.3894,0.3894,0.3894,"[[73  3  0 ...  0  1  0]
 [ 1 51  0 ...  1  0  0]
 [ 0  2 30 ...  2  7  0]
 ...
 [ 0  0  1 ... 44  0  0]
 [ 2  0  9 ...  1 13  0]
 [ 0  0  1 ...  1  0 23]]"
fine,0,0,0,0,EasyConvNet,"EasyConvNet(Dimensions:2, Channels Per Layer: 2, Conv Layers Per Block:2, Pool Blocks:2, Dense Layers:2)",667.0538210868835,0.2672,0.2672,0.2672,0.2672,0.2672,"[[60  4  0 ...  0  2  0]
 [ 0 42  2 ...  4  0  0]
 [ 3  4 21 ...  3  4  0]
 ...
 [ 0  2  0 ... 34  1  0]
 [ 2  0  4 ...  3 16  0]
 [ 0  2  6 ...  1  0  2]]"
fine,0,0,0,0,EasyConvNet,"EasyConvNet(Dimensions:2, Channels Per Layer: 4, Conv Layers Per Block:2, Pool Blocks:2, Dense Layers:2)",402.8334393501282,0.3269,0.3269,0.3269,0.3269,0.3269,"[[60  2  0 ...  0  0  1]
 [ 0 50  0 ...  1  0  0]
 [ 0  2 15 ...  5  6  0]
 ...
 [ 0  0  0 ... 43  0  0]
 [ 1  2  4 ...  4  9  0]
 [ 0  1  1 ...  0  1 12]]"
fine,0,0,0,0,EasyConvNet,"EasyConvNet(Dimensions:2, Channels Per Layer: 8, Conv Layers Per Block:2, Pool Blocks:2, Dense Layers:2)",341.97141289711,0.4123,0.4123,0.4123,0.4123,0.4123,"[[70  3  0 ...  0  1  1]
 [ 0 51  0 ...  0  1  1]
 [ 1  0 32 ...  2  3  0]
 ...
 [ 0  0  2 ... 45  0  0]
 [ 0  0  8 ...  0 17  1]
 [ 1  0  1 ...  0  0 31]]"
fine,0,0,0,0,EasyConvNet,"EasyConvNet(Dimensions:2, Channels Per Layer: 2, Conv Layers Per Block:3, Pool Blocks:2, Dense Layers:2)",939.498064994812,0.2591,0.2591,0.2591,0.2591,0.2591,"[[58  0  0 ...  0  0  0]
 [ 0 34  1 ...  3  2  0]
 [ 3  3 14 ...  1  7  0]
 ...
 [ 0  0  0 ... 23  4  0]
 [ 2  0  2 ...  2 26  0]
 [ 0  0  3 ...  4  0  8]]"
fine,0,0,0,0,EasyConvNet,"EasyConvNet(Dimensions:2, Channels Per Layer: 4, Conv Layers Per Block:3, Pool Blocks:2, Dense Layers:2)",499.58522748947144,0.3341,0.3341,0.3341,0.3341,0.3341,"[[67  0  1 ...  0  0  0]
 [ 0 39  1 ...  2  0  1]
 [ 0  3 18 ...  0  4  0]
 ...
 [ 0  0  0 ... 39  0  1]
 [ 0  0  7 ...  2 11  1]
 [ 0  0  1 ...  0  2 15]]"
fine,0,0,0,0,EasyConvNet,"EasyConvNet(Dimensions:2, Channels Per Layer: 8, Conv Layers Per Block:3, Pool Blocks:2, Dense Layers:2)",907.6735644340515,0.4058,0.4058,0.4058,0.4058,0.4058,"[[63  6  1 ...  0  0  0]
 [ 0 56  1 ...  0  0  0]
 [ 1  2 31 ...  0  3  0]
 ...
 [ 0  2  0 ... 38  1  0]
 [ 0  0  6 ...  1 18  1]
 [ 1  2  1 ...  0  0 36]]"
fine,0,0,0,0,EasyConvNet,"EasyConvNet(Dimensions:2, Channels Per Layer: 32, Conv Layers Per Block:1, Pool Blocks:1, Dense Layers:2)",3472.5496776103973,0.4032,0.4032,0.4032,0.4032,0.4032,"[[66  3  3 ...  0  0  0]
 [ 1 54  1 ...  0  0  1]
 [ 0  2 43 ...  1  1  0]
 ...
 [ 0  0  4 ... 37  0  0]
 [ 1  0 13 ...  0 19  1]
 [ 0  0  3 ...  0  0 29]]"
coarse,0,0,0,0,EasyConvNet,"EasyConvNet(Dimensions:2, Channels Per Layer: 32, Conv Layers Per Block:1, Pool Blocks:1, Dense Layers:2)",1639.9402236938477,0.5265,0.5265,0.5265,0.5265,0.5265,"[[233  33   0   4   3   7   4   6  17   5   8  23  23   5  16  43  44   2
    7  17]
 [ 54 233  17   7   7  11   2   7   7   7   6  14  16   7  26  38  20   3
   11   7]
 [  2   9 367   9  30   2   6  18   6   2   2   0   2  14  13   7   4   2
    3   2]
 [  8   6   6 297  12  48  12   4   6   9   2   4   5   9  32   6  10   0
   14  10]
 [  8  15  56  12 283   6   3  20  11   2   0  12  10  11  22   6  14   4
    2   3]
 [  9  14   9  50   5 234  38   5  13  13   2   4   5  11  33  18   6   3
   12  16]
 [  7  19   7  20   6  37 272   4  10  14   7  10   3   6  32   4  14   4
   10  14]
 [ 10  14  27   9  10   3   5 256  23   2   1   7  15  28  15  32  25   4
    4  10]
 [ 39   2   2   7   3   7   4  12 201  10   6  57  49   9  22  22  36   3
    6   3]
 [ 11   7   0   0   1   7   8   0   5 333  19  23   4   3  17   4   9   7
   15  27]
 [ 15  14   3   4   1  12  12   3   6  55 291  10   7   3   4  12  16  15
    4  13]
 [ 27   3   2   3   4   7   3  11  36  21   3 226  30   8  29  19  44   7
    5  12]
 [ 35  13   4   2   2   5   2  17  59   2   0  39 202   9  29  16  54   0
    5   5]
 [ 29  26  10  21  11  10   8  35  26   5   4  14  16 161  37  39  30   2
    8   8]
 [ 12   9  10  10   3  15   2   8   5   9   0  10  10  10 342   5  26   0
    4  10]
 [ 39  41   4   4   7  11   6  24  20  10   1  29  38  26  14 169  26   4
   16  11]
 [ 38  16   8  10   9   9   6  18  21   4   1  21  32  13  53  22 211   2
    2   4]
 [ 12   3   4   1   4   3   1   5   6  21   7  11   3   6   4   9   9 380
    3   8]
 [  3  11   6   3   4   8   5   9   6  27   3  15   5   7  16   6   6   5
  291  64]
 [  7   9   3  10   8  10   5   9   9  31   3  12  12   3   7  13   5   2
   59 283]]"
cifar10,0,0,0,0,EasyConvNet,"EasyConvNet(Dimensions:2, Channels Per Layer: 16, Conv Layers Per Block:1, Pool Blocks:1, Dense Layers:2)",783.6919846534729,0.7007,0.7007,0.7007,0.7007,0.7007,"[[735  14  65  36  22   9  14  17  46  42]
 [ 17 799   8  25   2   7   7   8  26 101]
 [ 58   3 563  73 113  70  66  42   6   6]
 [ 22   9  60 561  59 181  53  37   6  12]
 [ 13   2  66  78 690  46  43  50   9   3]
 [ 15   3  48 164  59 628  21  53   1   8]
 [  7   3  38  78  71  31 755   5   4   8]
 [ 17   2  31  55  55  62   4 765   1   8]
 [ 75  34  20  31  15  12   5   9 750  49]
 [ 37  83   6  39  13  10   7  27  17 761]]"
cifar10,0,0,0,0,EasyConvNet,"EasyConvNet(Dimensions:2, Channels Per Layer: 32, Conv Layers Per Block:1, Pool Blocks:1, Dense Layers:2)",3102.3215515613556,0.7045,0.7045,0.7045,0.7045,0.7045,"[[739  21  63  28  26  22  11  16  42  32]
 [ 27 807  10  21   5   8   8   4  23  87]
 [ 58   3 545  75 115  91  74  33   3   3]
 [ 18   6  55 552  59 206  58  27  12   7]
 [ 17   5  54  79 681  51  53  52   7   1]
 [ 14   3  40 173  50 648  18  46   3   5]
 [  6   6  29  81  48  39 781   6   2   2]
 [ 14   0  25  52  63  78   8 756   0   4]
 [ 71  32  23  29   7  14   7   8 768  41]
 [ 40  74   8  30   9  19   4  27  21 768]]"
cifar10,0,0,0,0,EasyConvNet,"EasyConvNet(Dimensions:2, Channels Per Layer: 16, Conv Layers Per Block:2, Pool Blocks:1, Dense Layers:2)",551.7356879711151,0.7243,0.7243,0.7243,0.7243,0.7243,"[[755  13  74  34  28  10   7  10  34  35]
 [ 22 780   6  22   8   5  14   6  23 114]
 [ 52   2 604  53 111  81  57  33   2   5]
 [ 17   6  61 546  76 200  49  33   7   5]
 [ 11   3  49  68 748  39  41  36   4   1]
 [  9   2  40 151  59 678  13  44   2   2]
 [  6   2  36 101  56  40 753   4   0   2]
 [ 10   0  33  32  49  71   1 794   1   9]
 [ 67  32  21  36  13  12   7   4 770  38]
 [ 27  58   6  26  12   9   9  28  10 815]]"
cifar10,0,0,0,0,EasyConvNet,"EasyConvNet(Dimensions:2, Channels Per Layer: 32, Conv Layers Per Block:2, Pool Blocks:1, Dense Layers:2)",1897.61585354805,0.7457,0.7457,0.7457,0.7457,0.7457,"[[769  12  56  26  19  13  10  17  47  31]
 [ 19 834  10  14   4   4   9   4  16  86]
 [ 48   2 599  72  92  69  63  48   4   3]
 [ 20   5  41 583  66 192  48  38   3   4]
 [ 12   1  40  70 735  30  40  67   3   2]
 [  9   2  35 149  48 697  14  44   1   1]
 [ 10   2  31  64  56  34 793   7   2   1]
 [ 13   2  22  30  47  76   7 799   2   2]
 [ 64  30   8  21  15  10   8   8 801  35]
 [ 27  53   6  16   8   3   6  20  14 847]]"
cifar10,0,0,0,0,EasyConvNet,"EasyConvNet(Dimensions:2, Channels Per Layer: 16, Conv Layers Per Block:3, Pool Blocks:1, Dense Layers:2)",728.4422578811646,0.7344,0.7344,0.7344,0.7344,0.7344,"[[747  10  65  46  24   9   9  17  35  38]
 [ 15 827  11  16  10   5   9   3  24  80]
 [ 56   2 588  86 102  68  55  34   4   5]
 [ 18   6  56 582  67 177  44  38   6   6]
 [ 13   2  52  74 741  38  31  47   2   0]
 [  8   3  34 150  46 691  15  49   0   4]
 [  4   1  45  80  51  40 772   6   1   0]
 [  5   3  20  51  54  61   0 803   0   3]
 [ 67  39  24  22  14  15   4   5 775  35]
 [ 33  49   7  22   8   8   3  34  18 818]]"
cifar10,0,0,0,0,EasyConvNet,"EasyConvNet(Dimensions:2, Channels Per Layer: 32, Conv Layers Per Block:3, Pool Blocks:1, Dense Layers:2)",2605.2812564373016,0.755,0.755,0.755,0.755,0.755,"[[802   9  50  20  25  13   6  17  30  28]
 [ 21 847   5  14   4   1  11   3  15  79]
 [ 45   3 622  60 105  69  56  35   2   3]
 [ 14   4  54 613  64 170  44  17   8  12]
 [  5   5  42  57 772  37  28  47   4   3]
 [  9   3  43 171  43 684  13  32   0   2]
 [  8   1  37  72  51  32 793   2   3   1]
 [  7   3  22  43  59  75   0 783   1   7]
 [ 63  30  21  14  23  12   7   6 794  30]
 [ 28  57   8  13   6   8   8  16  16 840]]"
